Date,Energy Required (MU),Energy Met (MU),Energy +/- (MU),Genco Thermal,Genco Hydel,Genco Total,CGS and Purchases,IPPS (GAS),NCEs & Others,AP Share of TGISTS,Grand Total,Reversible Pump Consumption,Unrestricted Peak Demand (MW),Deficit/Surplus (MW)
02-Feb-2022,193.296,193.296,0.000,79.737,11.215,90.952,38.514,4.291,61.169,-1.630,193.296,0.000,9733,0
03-Feb-2022,170.542,170.542,0.000,71.642,13.094,84.736,42.361,3.659,41.348,-1.562,170.542,0.000,7575,0
04-Feb-2022,171.694,171.694,0.000,55.681,9.692,65.373,47.976,15.186,44.689,-1.530,171.694,0.000,7659,0
05-Feb-2022,193.612,193.612,0.000,56.673,6.787,63.460,45.214,26.052,60.310,-1.424,193.612,0.000,10896,0
06-Feb-2022,199.216,199.216,0.000,75.017,5.335,80.352,37.514,27.825,54.893,-1.368,199.216,0.000,11018,0
07-Feb-2022,199.637,199.637,0.000,79.374,6.224,85.598,42.063,27.510,45.863,-1.397,199.637,0.000,10161,0
08-Feb-2022,199.145,199.145,0.000,77.884,5.100,82.984,38.839,27.459,51.326,-1.463,199.145,0.000,9664,0
09-Feb-2022,202.465,202.465,0.000,75.059,4.339,79.398,37.886,28.778,58.392,-1.989,202.465,0.000,10074,0
10-Feb-2022,200.863,200.863,0.000,77.377,5.769,83.146,35.740,27.703,55.560,-1.286,200.863,0.000,9838,0
11-Feb-2022,199.149,199.149,0.000,67.595,9.528,77.123,39.054,27.947,56.535,-1.510,199.149,0.000,9661,0
12-Feb-2022,190.424,190.424,0.000,71.331,9.955,81.286,38.319,22.518,49.608,-1.307,190.424,0.000,9415,0
13-Feb-2022,197.074,197.074,0.000,76.301,6.858,83.159,41.765,4.333,69.310,-1.493,197.074,0.000,10698,0
14-Feb-2022,193.833,193.833,0.000,81.186,12.145,93.331,43.444,4.492,53.996,-1.430,193.833,0.000,8866,0
15-Feb-2022,189.507,189.507,0.000,76.279,10.555,86.834,44.420,4.219,55.425,-1.391,189.507,0.000,9200,0
16-Feb-2022,202.560,202.560,0.000,76.773,9.426,86.199,42.840,3.880,71.056,-1.415,202.560,0.000,10443,0
17-Feb-2022,202.573,202.573,0.000,79.228,7.500,86.728,37.886,3.870,75.423,-1.334,202.573,0.000,10774,0
18-Feb-2022,203.497,203.497,0.000,80.544,8.816,89.360,38.592,4.081,74.047,-2.583,203.497,0.000,10811,0
19-Feb-2022,201.228,201.228,0.000,83.115,9.173,92.288,43.766,4.515,61.959,-1.300,201.228,0.000,9994,0
20-Feb-2022,199.677,199.677,0.000,79.914,8.523,88.437,43.434,4.047,65.113,-1.354,199.677,0.000,10464,0
21-Feb-2022,206.810,206.810,0.000,85.440,8.219,93.659,43.518,4.123,66.753,-1.243,206.810,0.000,10770,0
22-Feb-2022,206.991,206.991,0.000,73.498,9.143,82.641,46.567,2.740,76.383,-1.340,206.991,0.000,9825,0
23-Feb-2022,212.380,212.380,0.000,84.030,7.281,91.311,41.535,2.438,78.383,-1.287,212.380,0.000,10859,0
24-Feb-2022,212.513,212.513,0.000,77.814,8.509,86.323,41.078,2.518,84.134,-1.540,212.513,0.000,10790,0
25-Feb-2022,210.132,210.132,0.000,69.251,5.665,74.916,38.665,2.476,95.526,-1.451,210.132,0.000,10880,0
26-Feb-2022,210.040,210.040,0.000,72.665,6.950,79.615,36.040,2.935,93.926,-2.476,210.040,0.000,10994,0
27-Feb-2022,205.698,205.698,0.000,83.376,7.918,91.294,38.860,3.928,73.101,-1.485,205.698,0.000,11043,0
28-Feb-2022,208.600,208.600,0.000,83.866,7.140,91.006,38.675,3.140,77.311,-1.532,208.600,0.000,10839,0
01-Mar-2022,207.729,207.729,0.000,79.868,6.432,86.300,37.600,4.452,81.369,-1.992,207.729,0.000,11058,0
02-Mar-2022,207.327,207.327,0.000,78.587,8.545,87.132,34.392,4.366,85.378,-3.941,207.327,0.000,10943,0
03-Mar-2022,211.838,211.838,0.000,76.974,7.510,84.484,36.414,4.998,89.487,-3.545,211.838,0.000,11098,0
04-Mar-2022,209.823,209.823,0.000,78.873,8.833,87.706,38.155,4.710,80.869,-1.617,209.823,0.000,10844,0
05-Mar-2022,213.154,213.154,0.000,76.823,9.006,85.829,42.340,3.666,82.946,-1.627,213.154,0.000,11093,0
06-Mar-2022,210.961,210.961,0.000,71.716,7.127,78.843,39.101,4.053,92.019,-3.055,210.961,0.000,11081,0
07-Mar-2022,214.919,214.919,0.000,65.007,8.856,73.863,42.875,4.298,95.365,-1.482,214.919,0.000,11212,0
08-Mar-2022,219.771,219.771,0.000,63.175,7.149,70.324,40.962,3.609,106.348,-1.472,219.771,0.000,11201,0
09-Mar-2022,222.207,222.207,0.000,65.540,8.310,73.850,40.163,3.245,106.288,-1.339,222.207,0.000,11391,0
10-Mar-2022,224.693,224.693,0.000,74.106,7.367,81.473,37.821,3.492,104.695,-2.788,224.693,0.000,11565,0
11-Mar-2022,221.866,221.866,0.000,81.647,7.267,88.914,38.006,3.913,94.937,-3.904,221.866,0.000,11309,0
12-Mar-2022,215.606,215.606,0.000,81.325,7.169,88.494,37.457,3.837,88.442,-2.624,215.606,0.000,10606,0
13-Mar-2022,217.679,217.679,0.000,81.423,6.849,88.272,38.852,3.932,88.146,-1.523,217.679,0.000,11300,0
14-Mar-2022,222.718,222.718,0.000,82.307,7.564,89.871,39.113,3.983,91.352,-1.601,222.718,0.000,11320,0
15-Mar-2022,224.385,224.385,0.000,78.716,7.332,86.048,39.667,3.853,96.236,-1.419,224.385,0.000,11580,0
16-Mar-2022,225.603,225.603,0.000,80.249,7.125,87.374,42.542,3.414,94.117,-1.844,225.603,0.000,11450,0
17-Mar-2022,228.429,227.906,-0.523,81.182,8.307,89.489,43.480,3.416,92.871,-1.350,227.906,0.000,11694,0
18-Mar-2022,224.898,224.863,-0.035,79.107,5.996,85.103,39.715,3.621,97.677,-1.253,224.863,0.000,11380,0
19-Mar-2022,225.819,225.819,0.000,74.911,6.664,81.575,41.071,3.876,100.759,-1.462,225.819,0.000,11051,0
20-Mar-2022,221.836,221.836,0.000,77.097,7.170,84.267,41.508,3.924,93.637,-1.500,221.836,0.000,11205,0
21-Mar-2022,224.384,224.384,0.000,78.608,8.151,86.759,38.955,3.858,97.801,-2.989,224.384,0.000,11442,0
22-Mar-2022,217.083,217.083,0.000,84.316,8.259,92.575,40.971,4.373,82.411,-3.247,217.083,0.000,10600,0
23-Mar-2022,220.426,220.426,0.000,82.517,8.676,91.193,44.027,10.610,76.797,-2.201,220.426,0.000,11035,0
24-Mar-2022,226.445,226.445,0.000,78.684,8.037,86.721,45.669,13.002,83.580,-2.527,226.445,0.000,11240,0
25-Mar-2022,223.556,223.556,0.000,82.278,8.734,91.012,43.456,12.740,78.735,-2.387,223.556,0.000,11325,0
26-Mar-2022,228.428,228.428,0.000,80.621,8.178,88.799,42.331,12.988,87.213,-2.903,228.428,0.000,11398,0
27-Mar-2022,230.219,230.219,0.000,77.576,7.362,84.938,40.781,12.939,94.359,-2.798,230.219,0.000,11431,0
28-Mar-2022,233.404,233.404,0.000,77.851,8.494,86.345,41.400,12.614,95.252,-2.207,233.404,0.000,11520,0
29-Mar-2022,221.076,221.076,0.000,67.759,9.044,76.803,44.531,12.939,88.551,-1.748,221.076,0.000,10648,0
30-Mar-2022,215.213,215.213,0.000,67.079,8.792,75.871,46.929,11.974,82.498,-2.059,215.213,0.000,10810,0
31-Mar-2022,220.964,220.964,0.000,71.550,8.544,80.094,44.493,10.956,87.672,-2.251,220.964,0.000,10788,0
01-Apr-2022,234.147,234.147,0.000,77.730,6.740,84.470,40.328,10.069,101.506,-2.226,234.147,0.000,11096,0
02-Apr-2022,228.577,228.577,0.000,77.412,7.007,84.419,38.206,10.626,97.912,-2.586,228.577,0.000,11380,0
03-Apr-2022,213.952,213.952,0.000,83.828,8.103,91.931,48.279,10.610,64.611,-1.479,213.952,0.000,10415,0
04-Apr-2022,220.201,220.201,0.000,83.046,7.362,90.408,43.346,10.337,77.670,-1.560,220.201,0.000,11272,0
05-Apr-2022,218.173,218.173,0.000,84.051,9.094,93.145,43.536,10.264,72.767,-1.539,218.173,0.000,8308,0
06-Apr-2022,205.606,205.606,0.000,84.263,8.387,92.650,39.991,11.147,63.889,-2.071,205.606,0.000,10848,0
07-Apr-2022,212.756,212.756,0.000,82.920,8.200,91.120,43.200,12.583,68.069,-2.216,212.756,0.000,11142,0
08-Apr-2022,238.433,216.673,-21.760,83.205,7.161,90.366,42.488,12.709,73.419,-2.309,216.673,0.000,12293,0
09-Apr-2022,211.278,211.278,0.000,81.961,7.176,89.137,39.283,14.225,72.822,-4.189,211.278,0.000,9871,0
10-Apr-2022,207.053,207.053,0.000,81.892,7.188,89.080,40.040,12.581,68.676,-3.324,207.053,0.000,10262,0
11-Apr-2022,209.139,209.139,0.000,83.171,8.259,91.430,40.611,13.196,67.791,-3.889,209.139,0.000,9790,0
12-Apr-2022,208.275,208.275,0.000,80.670,5.852,86.522,39.717,14.573,71.333,-3.870,208.275,0.000,9805,0
13-Apr-2022,208.694,208.694,0.000,71.481,6.649,78.130,40.539,14.706,79.045,-3.726,208.694,0.000,9908,0
14-Apr-2022,212.814,212.814,0.000,72.082,6.882,78.964,40.768,13.190,81.994,-2.102,212.814,0.000,9866,0
15-Apr-2022,211.404,211.404,0.000,72.151,6.547,78.698,41.701,12.700,81.607,-3.302,211.404,0.000,9719,0
16-Apr-2022,210.472,210.472,0.000,81.703,5.994,87.697,39.709,12.779,75.422,-5.135,210.472,0.000,9894,0
17-Apr-2022,200.442,200.442,0.000,79.066,6.340,85.406,34.304,13.384,72.909,-5.561,200.442,0.000,9037,0
18-Apr-2022,203.275,203.275,0.000,79.218,6.201,85.419,33.919,12.993,77.860,-6.916,203.275,0.000,9027,0
19-Apr-2022,205.401,205.401,0.000,77.505,6.589,84.094,36.441,15.459,77.491,-8.084,205.401,0.000,9175,0
20-Apr-2022,201.673,201.673,0.000,71.428,7.298,78.726,40.272,15.733,69.845,-2.903,201.673,0.000,9049,0
21-Apr-2022,208.288,208.288,0.000,73.486,6.788,80.274,41.123,16.512,73.170,-2.791,208.288,0.000,9401,0
22-Apr-2022,209.035,209.035,0.000,70.281,5.956,76.237,38.280,16.333,82.115,-3.930,209.035,0.000,9534,0
23-Apr-2022,208.079,208.079,0.000,73.463,7.360,80.823,40.339,15.979,74.080,-3.142,208.079,0.000,9038,0
24-Apr-2022,207.624,206.192,-1.432,73.844,5.746,79.590,41.119,15.718,72.820,-3.055,206.192,0.000,9564,0
25-Apr-2022,211.622,210.574,-1.048,72.912,5.475,78.387,37.521,14.934,85.944,-6.212,210.574,0.000,9478,0
26-Apr-2022,212.593,209.664,-2.929,75.169,8.186,83.355,38.739,15.147,78.852,-6.429,209.664,0.000,9597,0
27-Apr-2022,216.986,214.277,-2.709,80.288,8.227,88.515,41.608,15.138,72.899,-3.883,214.277,0.000,11317,0
28-Apr-2022,216.573,215.533,-1.040,78.402,6.515,84.917,38.408,14.932,81.876,-4.600,215.533,0.000,11488,0
01-May-2022,207.221,207.221,0.000,69.337,4.009,73.346,33.416,17.044,90.228,-6.813,207.221,0.000,10905,0
02-May-2022,208.125,208.125,0.000,72.251,5.799,78.050,35.013,18.743,85.790,-9.471,208.125,0.000,10724,0
03-May-2022,203.764,203.764,0.000,71.367,6.367,77.734,30.793,5.783,94.271,-4.817,203.764,0.000,10815,0
04-May-2022,200.808,200.808,0.000,71.828,6.214,78.042,37.923,2.582,87.413,-5.152,200.808,0.000,9711,0
05-May-2022,200.440,200.440,0.000,73.015,5.896,78.911,37.948,3.549,88.606,-8.574,200.440,0.000,10402,0
06-May-2022,194.987,194.987,0.000,70.575,5.198,75.773,38.296,9.811,83.532,-12.425,194.987,0.000,10468,0
07-May-2022,194.213,194.213,0.000,65.058,5.000,70.058,33.198,18.478,80.902,-8.423,194.213,0.000,9765,0
08-May-2022,189.930,189.930,0.000,67.006,3.033,70.039,30.553,19.076,83.979,-13.717,189.930,0.000,9711,0
09-May-2022,186.973,186.973,0.000,70.084,3.855,73.939,26.827,18.705,82.277,-14.775,186.973,0.000,9746,0
10-May-2022,166.683,166.683,0.000,69.014,3.641,72.655,22.967,18.747,100.668,-48.354,166.683,0.000,6574,0
11-May-2022,151.431,151.431,0.000,71.993,3.829,75.822,26.999,18.968,96.844,-67.202,151.431,0.000,7070,0
12-May-2022,161.300,161.300,0.000,74.964,3.947,78.911,31.694,15.707,95.837,-60.849,161.300,0.000,7452,0
13-May-2022,172.866,172.866,0.000,78.446,5.483,83.929,40.098,14.348,76.722,-42.231,172.866,0.000,8048,0
14-May-2022,180.524,180.524,0.000,78.081,4.592,82.673,41.406,14.361,77.168,-35.084,180.524,0.000,8461,0
15-May-2022,187.467,187.467,0.000,75.572,5.483,81.055,40.771,13.995,76.579,-24.933,187.467,0.000,8596,0
16-May-2022,192.656,192.656,0.000,76.285,4.226,80.511,44.929,15.044,61.086,-8.914,192.656,0.000,9238,0
17-May-2022,195.266,195.266,0.000,76.725,5.731,82.456,49.892,18.359,52.467,-7.908,195.266,0.000,9308,0
18-May-2022,195.766,195.766,0.000,77.214,5.705,82.919,45.270,22.800,52.941,-8.164,195.766,0.000,9040,0
19-May-2022,192.170,192.170,0.000,76.022,3.934,79.956,41.344,21.801,56.235,-7.166,192.170,0.000,8784,0
20-May-2022,190.367,190.367,0.000,71.260,4.230,75.490,35.303,20.597,80.104,-21.127,190.367,0.000,8652,0
21-May-2022,193.186,193.186,0.000,66.839,3.563,70.402,35.131,19.061,92.798,-24.206,193.186,0.000,8831,0
22-May-2022,190.232,190.232,0.000,65.525,4.270,69.795,27.593,17.684,91.296,-16.136,190.232,0.000,9025,0
23-May-2022,207.114,207.114,0.000,70.344,5.476,75.820,33.465,17.688,86.875,-6.734,207.114,0.000,9844,0
24-May-2022,215.353,215.353,0.000,67.333,5.326,72.659,38.736,18.113,87.688,-1.843,215.353,0.000,10520,0
25-May-2022,197.701,192.359,-5.342,69.760,6.485,76.245,38.902,18.320,63.795,-4.903,192.359,0.000,9702,0
26-May-2022,210.671,210.048,-0.623,68.907,4.030,72.937,41.377,17.962,80.766,-2.994,210.048,0.000,10520,0
27-May-2022,205.195,205.195,0.000,63.454,4.748,68.202,37.995,16.973,87.811,-5.786,205.195,0.000,9758,0
28-May-2022,215.111,212.777,-2.334,61.452,7.308,68.760,49.025,18.057,82.003,-5.068,212.777,0.000,10413,0
29-May-2022,216.804,216.804,0.000,54.458,3.208,57.666,45.633,17.722,97.532,-1.749,216.804,0.000,10486,0
30-May-2022,222.808,222.214,-0.594,55.882,1.597,57.479,46.518,10.605,109.446,-1.834,222.214,0.000,11218,0
31-May-2022,224.081,222.855,-1.226,56.963,1.765,58.728,48.250,9.785,107.935,-1.843,222.855,0.000,10952,0
01-Jun-2022,225.299,223.765,-1.534,58.619,1.748,60.367,43.820,12.106,109.306,-1.834,223.765,0.000,10954,0
02-Jun-2022,229.615,229.615,0.000,60.431,1.983,62.414,44.288,9.968,115.660,-2.715,229.615,0.000,11484,0
03-Jun-2022,226.452,226.063,-0.389,60.156,2.035,62.191,50.816,12.405,102.798,-2.147,226.063,0.000,11352,0
04-Jun-2022,229.033,224.397,-4.636,60.887,2.335,63.222,45.383,12.288,105.748,-2.244,224.397,0.000,11389,0
05-Jun-2022,224.957,224.957,0.000,64.380,1.496,65.876,39.287,11.855,110.371,-2.432,224.957,0.000,11371,0
06-Jun-2022,184.913,184.318,-0.595,66.076,1.976,68.052,37.166,13.133,69.514,-3.547,184.318,0.000,8509,0
07-Jun-2022,201.964,201.964,0.000,64.053,2.099,66.152,39.340,14.714,87.138,-5.380,201.964,0.000,9742,0
08-Jun-2022,214.268,214.268,0.000,62.600,1.408,64.008,37.289,14.386,101.051,-2.466,214.268,0.000,10249,0
09-Jun-2022,223.448,223.448,0.000,60.380,1.598,61.978,40.543,15.068,107.925,-2.066,223.448,0.000,10822,0
10-Jun-2022,225.048,225.048,0.000,59.973,1.731,61.704,37.038,14.405,120.535,-8.634,225.048,0.000,11079,0
11-Jun-2022,221.151,221.151,0.000,63.522,1.782,65.304,36.552,17.989,106.024,-4.718,221.151,0.000,11115,0
12-Jun-2022,219.807,219.807,0.000,63.798,1.836,65.634,41.979,21.078,95.150,-4.034,219.807,0.000,11124,0
13-Jun-2022,214.945,214.945,0.000,66.168,2.180,68.348,43.165,20.193,87.027,-3.788,214.945,0.000,10506,0
14-Jun-2022,219.524,219.524,0.000,68.761,1.182,69.943,39.789,19.759,93.005,-2.972,219.524,0.000,11145,0
15-Jun-2022,205.880,205.880,0.000,67.789,1.046,68.835,39.232,19.560,82.100,-3.847,205.880,0.000,9503,0
16-Jun-2022,205.266,205.266,0.000,66.868,1.122,67.990,38.406,19.817,81.258,-2.205,205.266,0.000,9960,0
17-Jun-2022,200.928,200.928,0.000,64.827,1.439,66.266,35.561,18.835,82.394,-2.128,200.928,0.000,9278,0
18-Jun-2022,197.285,197.285,0.000,64.530,1.490,66.020,37.159,17.573,79.528,-2.995,197.285,0.000,8972,0
19-Jun-2022,191.404,191.404,0.000,62.875,2.317,65.192,37.772,13.625,76.692,-1.877,191.404,0.000,8762,0
20-Jun-2022,191.712,191.712,0.000,61.179,4.538,65.717,31.565,10.368,89.114,-5.052,191.712,0.000,8820,0
21-Jun-2022,188.045,188.045,0.000,58.970,6.030,65.000,25.164,10.096,95.209,-7.424,188.045,0.000,8508,0
22-Jun-2022,186.736,186.736,0.000,61.326,5.926,67.252,29.377,10.543,87.040,-7.476,186.736,0.000,8764,0
23-Jun-2022,189.864,189.864,0.000,62.355,6.292,68.647,39.788,11.752,76.076,-6.399,189.864,0.000,8902,0
24-Jun-2022,193.890,193.890,0.000,57.668,6.172,63.840,32.453,12.382,97.627,-12.412,193.890,0.000,9007,0
25-Jun-2022,189.398,189.398,0.000,59.031,6.097,65.128,32.779,12.583,91.739,-12.831,189.398,0.000,8834,0
26-Jun-2022,188.896,188.896,0.000,53.401,6.123,59.524,37.556,12.845,92.787,-13.816,188.896,0.000,8871,0
27-Jun-2022,191.512,191.512,0.000,65.961,6.011,71.972,43.756,14.402,76.769,-15.387,191.512,0.000,9310,0
28-Jun-2022,187.953,187.953,0.000,72.502,5.861,78.363,42.185,15.153,67.649,-15.397,187.953,0.000,8903,0
29-Jun-2022,194.796,194.796,0.000,76.387,5.475,81.862,41.074,14.762,73.823,-16.725,194.796,0.000,9425,0
30-Jun-2022,196.084,196.084,0.000,74.568,5.591,80.159,37.243,12.276,79.957,-13.551,196.084,0.000,9285,0
01-Jul-2022,193.138,193.138,0.000,73.323,5.495,78.818,28.462,9.639,83.339,-7.120,193.138,0.000,9080,0
02-Jul-2022,194.872,194.872,0.000,73.630,6.278,79.908,33.543,13.976,82.632,-15.187,194.872,0.000,8907,0
03-Jul-2022,187.982,187.982,0.000,72.175,5.102,77.277,34.166,14.762,75.520,-13.743,187.982,0.000,8995,0
04-Jul-2022,192.656,192.656,0.000,75.963,5.945,81.908,35.114,19.671,85.725,-29.762,192.656,0.000,9008,0
05-Jul-2022,191.059,191.059,0.000,75.493,5.929,81.422,34.711,20.014,85.254,-30.342,191.059,0.000,9358,0
06-Jul-2022,177.960,177.960,0.000,74.793,6.001,80.794,39.479,19.026,64.400,-25.739,177.960,0.000,8128,0
07-Jul-2022,180.579,180.579,0.000,69.467,5.150,74.617,33.259,19.467,79.347,-26.111,180.579,0.000,8193,0
08-Jul-2022,172.263,172.263,0.000,66.752,5.104,71.856,30.507,18.429,83.990,-32.519,172.263,0.000,7758,0
09-Jul-2022,162.754,162.754,0.000,68.031,5.592,73.623,28.154,16.875,82.857,-38.755,162.754,0.000,7878,0
10-Jul-2022,155.786,155.786,0.000,64.648,3.566,68.214,21.453,15.853,81.404,-31.138,155.786,0.000,7195,0
11-Jul-2022,163.211,163.211,0.000,61.161,4.230,65.391,28.872,16.641,94.765,-42.458,163.211,0.000,7580,0
12-Jul-2022,158.788,158.788,0.000,56.243,4.120,60.363,25.396,16.312,100.317,-43.600,158.788,0.000,7317,0
13-Jul-2022,166.299,166.299,0.000,58.211,5.193,63.404,26.948,16.452,95.853,-36.358,166.299,0.000,7739,0
14-Jul-2022,172.084,172.084,0.000,58.988,4.593,63.581,26.213,16.195,106.902,-40.807,172.084,0.000,8102,0
15-Jul-2022,183.080,183.080,0.000,58.757,6.422,65.179,28.015,16.945,101.985,-29.044,183.080,0.000,8576,0
16-Jul-2022,191.198,191.198,0.000,59.977,6.193,66.170,32.674,17.908,91.386,-16.940,191.198,0.000,8984,0
17-Jul-2022,183.471,183.471,0.000,48.546,6.719,55.265,39.384,14.260,82.066,-7.504,183.471,0.000,8812,0
18-Jul-2022,178.531,178.531,0.000,52.667,6.346,59.013,34.292,9.745,79.645,-4.164,178.531,0.000,8386,0
19-Jul-2022,188.924,187.454,-1.470,55.664,9.383,65.047,42.150,10.584,75.652,-5.979,187.454,0.000,8883,0
20-Jul-2022,198.561,198.561,0.000,49.687,9.340,59.027,43.939,10.442,89.221,-4.068,198.561,0.000,9387,0
21-Jul-2022,198.101,198.101,0.000,48.662,10.223,58.885,38.785,11.899,91.606,-3.074,198.101,0.000,9288,0
22-Jul-2022,190.145,190.145,0.000,50.362,15.014,65.376,43.340,12.401,72.309,-3.281,190.145,0.000,8782,0
23-Jul-2022,186.284,186.284,0.000,50.445,22.920,73.365,31.754,13.477,72.418,-4.730,186.284,0.000,8657,0
24-Jul-2022,184.281,184.281,0.000,45.044,21.625,66.669,33.207,12.408,79.461,-7.464,184.281,0.000,8707,0
25-Jul-2022,194.804,194.804,0.000,48.520,24.865,73.385,47.569,14.218,66.383,-6.751,194.804,0.000,9352,0
26-Jul-2022,185.693,185.073,-0.620,56.963,24.599,81.562,46.960,14.299,47.751,-5.499,185.073,0.000,8351,0
27-Jul-2022,187.420,186.720,-0.700,58.291,23.604,81.895,39.587,14.864,53.693,-3.319,186.720,0.000,8586,0
28-Jul-2022,192.991,192.991,0.000,58.835,22.374,81.209,39.606,14.441,62.121,-4.386,192.991,0.000,9042,0
29-Jul-2022,202.384,202.384,0.000,59.408,15.147,74.555,47.025,14.460,68.614,-2.270,202.384,0.000,9763,0
30-Jul-2022,203.747,203.747,0.000,58.350,11.427,69.777,46.433,14.800,75.125,-2.388,203.747,0.000,9564,0
31-Jul-2022,197.887,197.887,0.000,55.221,11.277,66.498,39.598,14.557,79.629,-2.395,197.887,0.000,9393,0
01-Aug-2022,196.276,196.276,0.000,57.940,12.999,70.939,35.312,14.041,78.640,-2.656,196.276,0.000,9173,0
02-Aug-2022,191.010,191.010,0.000,60.352,22.120,82.472,39.592,14.561,58.850,-4.465,191.010,0.000,8924,0
03-Aug-2022,185.220,185.220,0.000,57.903,22.944,80.847,41.529,14.216,51.629,-3.001,185.220,0.000,8634,0
04-Aug-2022,187.212,187.212,0.000,56.412,23.609,80.021,50.264,14.082,47.855,-5.010,187.212,0.000,8451,0
05-Aug-2022,182.977,182.977,0.000,55.089,23.279,78.368,36.462,12.838,74.307,-18.998,182.977,0.000,8031,0
06-Aug-2022,170.652,170.652,0.000,55.397,21.820,77.217,23.286,11.412,87.624,-28.887,170.652,0.000,8064,0
07-Aug-2022,168.034,168.034,0.000,62.413,21.893,84.306,19.029,11.148,88.617,-35.066,168.034,0.000,7568,0
08-Aug-2022,168.976,168.976,0.000,57.974,23.081,81.055,19.744,11.885,90.843,-34.551,168.976,0.000,7848,0
09-Aug-2022,170.741,170.741,0.000,53.037,21.465,74.502,20.991,17.678,93.605,-36.035,170.741,0.000,7818,0
10-Aug-2022,181.773,181.773,0.000,52.236,20.696,72.932,23.842,20.257,98.549,-33.807,181.773,0.000,8137,0
11-Aug-2022,187.884,187.884,0.000,52.210,20.335,72.545,28.053,20.657,86.577,-19.948,187.884,0.000,8765,0
12-Aug-2022,200.595,200.595,0.000,50.605,22.728,73.333,28.889,19.863,95.298,-16.788,200.595,0.000,9430,0
13-Aug-2022,200.138,200.138,0.000,52.583,21.557,74.140,33.089,23.416,84.510,-15.017,200.138,0.000,9165,0
14-Aug-2022,192.801,192.801,0.000,51.660,21.528,73.188,24.170,21.948,83.781,-10.286,192.801,0.000,9389,0
15-Aug-2022,191.747,191.747,0.000,51.466,22.589,74.055,23.643,16.925,81.826,-4.702,191.747,0.000,9465,0
16-Aug-2022,201.456,201.456,0.000,56.439,21.996,78.435,39.110,16.931,70.805,-3.825,201.456,0.000,10129,0
17-Aug-2022,209.617,209.617,0.000,58.347,23.414,81.761,39.686,15.971,75.453,-3.254,209.617,0.000,10272,0
18-Aug-2022,211.228,211.228,0.000,55.949,23.461,79.410,44.499,15.855,76.233,-4.769,211.228,0.000,10215,0
19-Aug-2022,208.201,208.201,0.000,53.718,22.566,76.284,44.466,16.526,76.425,-5.500,208.201,0.000,10306,0
20-Aug-2022,211.353,211.353,0.000,58.166,23.924,82.090,36.479,15.794,84.976,-7.986,211.353,0.000,9947,0
21-Aug-2022,214.767,214.767,0.000,58.935,20.262,79.197,42.442,15.799,84.555,-7.226,214.767,0.000,10599,0
22-Aug-2022,220.750,220.750,0.000,58.822,21.177,79.999,46.101,15.902,86.402,-7.654,220.750,0.000,10813,0
23-Aug-2022,228.820,228.820,0.000,60.493,23.544,84.037,47.579,15.993,85.745,-4.534,228.820,0.000,11300,0
24-Aug-2022,219.094,219.094,0.000,61.414,22.155,83.569,53.413,14.930,70.798,-3.616,219.094,0.000,8608,0
25-Aug-2022,208.283,208.283,0.000,62.481,22.121,84.602,40.519,13.434,74.509,-4.781,208.283,0.000,10393,0
26-Aug-2022,201.359,200.203,-1.156,63.802,24.109,87.911,43.046,13.285,60.467,-4.506,200.203,0.000,9364,0
27-Aug-2022,199.736,199.736,0.000,63.189,21.293,84.482,45.521,14.931,58.041,-3.239,199.736,0.000,9547,0
28-Aug-2022,191.531,191.531,0.000,61.143,22.235,83.378,37.625,17.106,56.976,-3.554,191.531,0.000,8940,0
29-Aug-2022,192.809,191.696,-1.113,64.390,23.937,88.327,41.011,16.395,50.098,-4.135,191.696,0.000,8835,0
30-Aug-2022,195.162,195.162,0.000,68.212,23.691,91.903,41.976,16.139,49.841,-4.697,195.162,0.000,8923,0
31-Aug-2022,195.759,195.759,0.000,65.319,22.344,87.663,42.602,16.312,56.242,-7.060,195.759,0.000,9179,0
01-Sep-2022,199.458,199.458,0.000,64.730,23.759,88.489,44.086,17.587,59.817,-10.521,199.458,0.000,9602,0
02-Sep-2022,198.260,198.260,0.000,65.806,22.431,88.237,42.137,16.439,59.848,-8.401,198.260,0.000,9040,0
03-Sep-2022,207.323,207.323,0.000,65.192,23.788,88.980,44.775,16.597,65.176,-8.205,207.323,0.000,9773,0
04-Sep-2022,205.882,205.882,0.000,62.263,22.158,84.421,39.359,16.747,71.769,-6.414,205.882,0.000,10143,0
05-Sep-2022,207.651,207.651,0.000,63.292,23.899,87.191,42.047,17.135,66.698,-5.420,207.651,0.000,9885,0
06-Sep-2022,205.518,205.518,0.000,68.154,21.805,89.959,41.635,16.773,64.473,-7.322,205.518,0.000,9727,0
07-Sep-2022,196.269,196.269,0.000,64.737,24.178,88.915,38.020,16.724,61.819,-9.209,196.269,0.000,9117,0
08-Sep-2022,180.461,180.461,0.000,63.028,22.462,85.490,46.168,16.624,47.020,-14.841,180.461,0.000,8428,0
09-Sep-2022,178.450,178.450,0.000,58.622,22.010,80.632,37.663,16.606,63.000,-19.451,178.450,0.000,8357,0
10-Sep-2022,170.945,170.945,0.000,58.303,20.952,79.255,25.407,16.629,80.097,-30.443,170.945,0.000,7930,0
11-Sep-2022,167.361,167.361,0.000,61.212,17.198,78.410,17.060,16.111,84.435,-28.655,167.361,0.000,7619,0
